2020-09-03 15:41:36,350 [INFO ] com.alibaba.druid.pool.DruidDataSource  - {dataSource-1} inited
2020-09-03 15:41:37,235 [DEBUG] jes.subsystem.s.PluginService  - 一共注册Plugin ： 1组
2020-09-03 15:41:43,373 [DEBUG] jes.subsystem.s.PluginService  - 一共注册Plugin ： 1组
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - Welcome to Jes WebApplication Platform.
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - Jes location:D:/JES_WORK/jesa/src/main/webapp/
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - ===============Runtime information:===========================
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.runtime.name=Java(TM) SE Runtime Environment
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - sun.boot.library.path=D:\jdk8\jre\bin
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vm.version=25.151-b12
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vm.vendor=Oracle Corporation
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vendor.url=http://java.oracle.com/
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - path.separator=;
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vm.name=Java HotSpot(TM) 64-Bit Server VM
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - file.encoding.pkg=sun.io
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - user.country=CN
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - user.script=
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - sun.java.launcher=SUN_STANDARD
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - sun.os.patch.level=Service Pack 1
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - PID=9528
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vm.specification.name=Java Virtual Machine Specification
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - user.dir=D:\JES_WORK\jesa
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.runtime.version=1.8.0_151-b12
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.endorsed.dirs=D:\jdk8\jre\lib\endorsed
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - os.arch=amd64
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.io.tmpdir=C:\Users\cdf\AppData\Local\Temp\
2020-09-03 15:41:43,470 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - line.separator=

2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.vm.specification.vendor=Oracle Corporation
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - user.variant=
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - os.name=Windows 7
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - sun.jnu.encoding=GBK
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - spring.beaninfo.ignore=true
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.library.path=D:\jdk8\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:\jdk8\jre\bin;D:/jdk8/bin/../jre/bin/server;D:/jdk8/bin/../jre/bin;D:/jdk8/bin/../jre/lib/amd64;C:\Program Files (x86)\Common Files\NetSarang;E:\oracle\product\11.2.0\dbhome_2\bin;E:\oracle\product\11.2.0\dbhome_1\bin;D:\jdk8\bin;E:\maven\apache-maven-3.6.3\bin;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\Common Files\Lenovo;C:\Program Files (x86)\Common Files\lenovo\easyplussdk\bin;C:\ProgramData\Lenovo\ReadyApps;C:\Program Files (x86)\税务证书应用客户端;F:\svn\bin;D:\tools\redis\;C:\Users\cdf\AppData\Local\BypassRuntm;E:\zhuabao\bin;E:\eclipse\eclipse-jee-neon-1a-win32-x86_64_base\eclipse;;.
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.specification.name=Java Platform API Specification
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - java.class.version=52.0
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - sun.management.compiler=HotSpot 64-Bit Tiered Compilers
2020-09-03 15:41:43,471 [INFO ] jes.pub.ext.spring.JesContextLoaderListener  - os.version=6.1
